#Derived from "CCLE_sample_info_file_2012-10-18.txt"
#subjectId	cellLineSourceName	gender	cellLinePrimarySite	cellLineHistology
NCIH69_LUNG	NCI-H69	M	lung	carcinoma
NCIH716_LARGE_INTESTINE	NCI-H716		large_intestine	carcinoma
NCIH727_LUNG	NCI-H727	F	lung	carcinoid-endocrine_tumour
NCIH747_LARGE_INTESTINE	NCI-H747	M	large_intestine	carcinoma
NCIH810_LUNG	NCI-H810	M	lung	carcinoma
NCIH82_LUNG	NCI-H82	M	lung	carcinoma
NCIH838_LUNG	NCI-H838	M	lung	carcinoma
NCIH841_LUNG	NCI-H841	M	lung	carcinoma
NCIH854_LUNG	NCI-H854		lung	carcinoma
NCIH889_LUNG	NCI-H889	F	lung	carcinoma
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NCI-H929	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
NCIN87_STOMACH	NCI-N87	M	stomach	carcinoma
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NCO2	F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm
NH6_AUTONOMIC_GANGLIA	NH-6		autonomic_ganglia	neuroblastoma
NIHOVCAR3_OVARY	NIH:OVCAR-3	F	ovary	carcinoma
NMCG1_CENTRAL_NERVOUS_SYSTEM	NMC-G1		central_nervous_system	glioma
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NOMO-1	F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NU-DHL-1	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NU-DUL-1	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
NUGC2_STOMACH	NUGC-2	F	stomach	carcinoma
NUGC3_STOMACH	NUGC-3	M	stomach	carcinoma
NUGC4_STOMACH	NUGC-4		stomach	carcinoma
OAW28_OVARY	OAW28	F	ovary	carcinoma
OAW42_OVARY	OAW42	F	ovary	carcinoma
OC314_OVARY	OC 314	F	ovary	carcinoma
OC315_OVARY	OC 315	F	ovary	carcinoma
OC316_OVARY	OC 316	F	ovary	carcinoma
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-AML2	M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-AML3	M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-AML5	M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-LY10		haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-LY-19	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-LY3		haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-M1		haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm
OCUM1_STOMACH	OCUM-1	F	stomach	carcinoma
OE19_OESOPHAGUS	OE19	M	oesophagus	carcinoma
OE21_OESOPHAGUS	OE21	M	oesophagus	carcinoma
OE33_OESOPHAGUS	OE33	F	oesophagus	other
OELE_OVARY	OELE		ovary	other
ONCODG1_OVARY	ONCO-DG-1	F	ovary	carcinoma
ONS76_CENTRAL_NERVOUS_SYSTEM	ONS-76	F	central_nervous_system	primitive_neuroectodermal_tumour-medulloblastoma
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OPM-2	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
OSRC2_KIDNEY	OS-RC-2		kidney	carcinoma
OUMS23_LARGE_INTESTINE	OUMS-23		large_intestine	carcinoma
OUMS27_BONE	OUMS-27	M	bone	chondrosarcoma
OV56_OVARY	OV56	F	ovary	carcinoma
OV7_OVARY	OV7	F	ovary	carcinoma
OV90_OVARY	OV-90	F	ovary	carcinoma
OVCAR4_OVARY	OVCAR-4	F	ovary	carcinoma
OVCAR8_OVARY	OVCAR-8	F	ovary	carcinoma
OVISE_OVARY	OVISE	F	ovary	carcinoma
OVK18_OVARY	OVK18		ovary	carcinoma
OVKATE_OVARY	OVKATE	F	ovary	carcinoma
OVMANA_OVARY	OVMANA	F	ovary	carcinoma
OVSAHO_OVARY	OVSAHO	F	ovary	carcinoma
OVTOKO_OVARY	OVTOKO	F	ovary	carcinoma
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P12-ICHIKAWA	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P31/FUJ	M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P3HR-1	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
PANC0203_PANCREAS	Panc 02.03	F	pancreas	carcinoma
PANC0213_PANCREAS	Panc 02.13	F	pancreas	carcinoma
PANC0327_PANCREAS	Panc 03.27	F	pancreas	carcinoma
PANC0403_PANCREAS	Panc 04.03	M	pancreas	carcinoma
PANC0504_PANCREAS	Panc 05.04	F	pancreas	carcinoma
PANC0813_PANCREAS	Panc 08.13	M	pancreas	carcinoma
PANC1005_PANCREAS	Panc 10.05	M	pancreas	carcinoma
PANC1_PANCREAS	PANC-1		pancreas	carcinoma
PATU8902_PANCREAS	PA-TU-8902	F	pancreas	carcinoma
PATU8988S_PANCREAS	PA-TU-8988S	F	pancreas	carcinoma
PATU8988T_PANCREAS	PA-TU-8988T	F	pancreas	carcinoma
PC14_LUNG	PC-14		lung	carcinoma
PC3_PROSTATE	PC-3	M	prostate	carcinoma
PCM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PCM6	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
PECAPJ15_UPPER_AERODIGESTIVE_TRACT	PE/CA-PJ15	M	upper_aerodigestive_tract	carcinoma
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	PE/CA-PJ34 (clone C12)	M	upper_aerodigestive_tract	carcinoma
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT	PE/CA-PJ41 (clone D2)	F	upper_aerodigestive_tract	carcinoma
PECAPJ49_UPPER_AERODIGESTIVE_TRACT	PE/CA-PJ49	M	upper_aerodigestive_tract	carcinoma
PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PEER	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PF-382	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Pfeiffer	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
PK1_PANCREAS	PK-1		pancreas	carcinoma
PK45H_PANCREAS	PK-45H		pancreas	carcinoma
PK59_PANCREAS	PK-59		pancreas	carcinoma
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PL-21	M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm
PL45_PANCREAS	PL45	M	pancreas	carcinoma
PLCPRF5_LIVER	PLC/PRF/5	M	liver	carcinoma
PRECLH_PROSTATE	PrEC LH		prostate	other
PSN1_PANCREAS	PSN1		pancreas	carcinoma
QGP1_PANCREAS	QGP-1		pancreas	carcinoma
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Raji	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
RCC10RGB_KIDNEY	RCC10RGB		kidney	carcinoma
RCC4_KIDNEY	RCC-4		kidney	carcinoma
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RCH-ACV	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
RCM1_LARGE_INTESTINE	RCM-1		large_intestine	carcinoma
RDES_BONE	RD-ES	M	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour
RD_SOFT_TISSUE	RD	F	soft_tissue	rhabdomyosarcoma
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	REC-1	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Reh		haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
RERFGC1B_STOMACH	RERF-GC-1B	M	stomach	carcinoma
RERFLCAD1_LUNG	RERF-LC-Ad1	M	lung	carcinoma
RERFLCAD2_LUNG	RERF-LC-Ad2	M	lung	carcinoma
RERFLCAI_LUNG	RERF-LC-AI	M	lung	carcinoma
RERFLCKJ_LUNG	RERF-LC-KJ	M	lung	carcinoma
RERFLCMS_LUNG	RERF-LC-MS		lung	carcinoma
RERFLCSQ1_LUNG	RERF-LC-Sq1	F	lung	carcinoma
RH18_SOFT_TISSUE	RH-18		soft_tissue	rhabdomyosarcoma
RH30_SOFT_TISSUE	RH-30	M	soft_tissue	rhabdomyosarcoma
RH41_SOFT_TISSUE	RH-41	F	soft_tissue	rhabdomyosarcoma
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RI-1	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
RKN_SOFT_TISSUE	RKN	F	soft_tissue	leiomyosarcoma
RKO_LARGE_INTESTINE	RKO		large_intestine	carcinoma
RL952_ENDOMETRIUM	RL95-2	F	endometrium	carcinoma
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RL	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
RMGI_OVARY	RMG-I	F	ovary	carcinoma
RMUGS_OVARY	RMUG-S	F	ovary	carcinoma
RPMI7951_SKIN	RPMI-7951	F	skin	malignant_melanoma
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI 8226	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI-8402	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RS4;11	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
RS5_PLEURA	RS-5	M	pleura	mesothelioma
RT11284_URINARY_TRACT	RT112/84	F	urinary_tract	carcinoma
RT112_URINARY_TRACT	RT-112	F	urinary_tract	carcinoma
RT4_URINARY_TRACT	RT4	M	urinary_tract	carcinoma
RVH421_SKIN	RVH-421	M	skin	malignant_melanoma
S117_SOFT_TISSUE	S-117	F	soft_tissue	sarcoma
SALE_LUNG	SALE		lung	other
SAOS2_BONE	Saos-2	F	bone	osteosarcoma
SBC5_LUNG	SBC-5		lung	carcinoma
SCABER_URINARY_TRACT	SCaBER	M	urinary_tract	carcinoma
SCC15_UPPER_AERODIGESTIVE_TRACT	SCC-15	M	upper_aerodigestive_tract	carcinoma
SCC25_UPPER_AERODIGESTIVE_TRACT	SCC-25	M	upper_aerodigestive_tract	carcinoma
SCC4_UPPER_AERODIGESTIVE_TRACT	SCC-4	M	upper_aerodigestive_tract	carcinoma
SCC9_UPPER_AERODIGESTIVE_TRACT	SCC-9	M	upper_aerodigestive_tract	carcinoma
SCLC21H_LUNG	SCLC-21H	M	lung	carcinoma
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SEM	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Set-2	F	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm
SF126_CENTRAL_NERVOUS_SYSTEM	SF126		central_nervous_system	glioma
SF172_CENTRAL_NERVOUS_SYSTEM	SF-172		central_nervous_system	glioma
SF295_CENTRAL_NERVOUS_SYSTEM	SF-295		central_nervous_system	glioma
SF767_CENTRAL_NERVOUS_SYSTEM	SF767		central_nervous_system	glioma
SH10TC_STOMACH	SH-10-TC		stomach	carcinoma
SH4_SKIN	SH-4	F	skin	malignant_melanoma
SHP77_LUNG	SHP-77	M	lung	carcinoma
SHSY5Y_AUTONOMIC_GANGLIA	SH-SY5Y	F	autonomic_ganglia	neuroblastoma
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SIG-M5	M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm
SIMA_AUTONOMIC_GANGLIA	SIMA	M	autonomic_ganglia	neuroblastoma
SJRH30_SOFT_TISSUE	SJRH30	M	soft_tissue	rhabdomyosarcoma
SJSA1_BONE	SJSA-1	M	bone	osteosarcoma
SKBR3_BREAST	SK-BR-3	F	breast	carcinoma
SKCO1_LARGE_INTESTINE	SK-CO-1	M	large_intestine	carcinoma
SKES1_BONE	SK-ES-1	M	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour
SKHEP1_LIVER	SK-HEP-1	M	liver	carcinoma
SKLMS1_SOFT_TISSUE	SK-LMS-1	F	soft_tissue	sarcoma
SKLU1_LUNG	SK-LU-1	F	lung	carcinoma
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM-1	M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm
SKMEL1_SKIN	SK-MEL-1	M	skin	malignant_melanoma
SKMEL24_SKIN	SK-MEL-24	M	skin	malignant_melanoma
SKMEL28_SKIN	SK-MEL-28	M	skin	malignant_melanoma
SKMEL2_SKIN	SK-MEL-2	M	skin	malignant_melanoma
SKMEL30_SKIN	SK-MEL-30	M	skin	malignant_melanoma
SKMEL31_SKIN	SK-MEL-31	F	skin	malignant_melanoma
SKMEL3_SKIN	SK-MEL-3	F	skin	malignant_melanoma
SKMEL5_SKIN	SK-MEL-5	F	skin	malignant_melanoma
SKMES1_LUNG	SK-MES-1	M	lung	carcinoma
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SK-MM-2	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
SKNAS_AUTONOMIC_GANGLIA	SK-N-AS	F	autonomic_ganglia	neuroblastoma
SKNBE2_AUTONOMIC_GANGLIA	SK-N-BE(2)	M	autonomic_ganglia	neuroblastoma
SKNDZ_AUTONOMIC_GANGLIA	SK-N-DZ	F	autonomic_ganglia	neuroblastoma
SKNFI_AUTONOMIC_GANGLIA	SK-N-FI	M	autonomic_ganglia	neuroblastoma
SKNMC_BONE	SK-N-MC	F	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour
SKNSH_AUTONOMIC_GANGLIA	SK-N-SH	F	autonomic_ganglia	neuroblastoma
SKOV3_OVARY	SK-OV-3	F	ovary	carcinoma
SKRC20_KIDNEY	SK-RC-20		kidney	carcinoma
SKRC31_KIDNEY	SK-RC 31		kidney	carcinoma
SKUT1_SOFT_TISSUE	SK-UT-1	F	soft_tissue	leiomyosarcoma
SLR20_KIDNEY	SLR 20		kidney	carcinoma
SLR21_KIDNEY	SLR 21		kidney	carcinoma
SLR23_KIDNEY	SLR 23		kidney	carcinoma
SLR24_KIDNEY	SLR 24		kidney	carcinoma
SLR25_KIDNEY	SLR 25		kidney	carcinoma
SLR26_KIDNEY	SLR 26		kidney	carcinoma
SNB19_CENTRAL_NERVOUS_SYSTEM	SNB-19	M	central_nervous_system	glioma
SNGM_ENDOMETRIUM	SNG-M	F	endometrium	carcinoma
SNU1033_LARGE_INTESTINE	SNU-1033	F	large_intestine	carcinoma
SNU1040_LARGE_INTESTINE	SNU-1040	M	large_intestine	carcinoma
SNU1041_UPPER_AERODIGESTIVE_TRACT	SNU-1041		upper_aerodigestive_tract	carcinoma
SNU1066_UPPER_AERODIGESTIVE_TRACT	SNU-1066	M	upper_aerodigestive_tract	carcinoma
SNU1076_UPPER_AERODIGESTIVE_TRACT	SNU-1076	M	upper_aerodigestive_tract	carcinoma
SNU1077_ENDOMETRIUM	SNU-1077	F	endometrium	carcinoma
SNU1079_BILIARY_TRACT	SNU-1079		biliary_tract	carcinoma
SNU1105_CENTRAL_NERVOUS_SYSTEM	SNU-1105	M	central_nervous_system	glioma
SNU1196_BILIARY_TRACT	SNU-1196		biliary_tract	carcinoma
SNU1197_LARGE_INTESTINE	SNU-1197	M	large_intestine	carcinoma
SNU119_OVARY	SNU-119	F	ovary	carcinoma
SNU1214_UPPER_AERODIGESTIVE_TRACT	SNU-1214	M	upper_aerodigestive_tract	carcinoma
SNU1272_KIDNEY	SNU-1272	F	kidney	carcinoma
SNU16_STOMACH	SNU-16	F	stomach	carcinoma
SNU175_LARGE_INTESTINE	SNU-175	F	large_intestine	carcinoma
SNU182_LIVER	SNU-182	M	liver	carcinoma
SNU1_STOMACH	SNU-1	M	stomach	carcinoma
SNU201_CENTRAL_NERVOUS_SYSTEM	SNU-201	M	central_nervous_system	glioma
SNU213_PANCREAS	SNU-213	M	pancreas	carcinoma
SNU216_STOMACH	SNU-216	F	stomach	carcinoma
SNU245_BILIARY_TRACT	SNU-245		biliary_tract	carcinoma
SNU283_LARGE_INTESTINE	SNU-283	F	large_intestine	carcinoma
SNU308_BILIARY_TRACT	SNU-308		biliary_tract	carcinoma
SNU324_PANCREAS	SNU-324	M	pancreas	carcinoma
SNU349_KIDNEY	SNU-349	M	kidney	carcinoma
SNU387_LIVER	SNU-387	F	liver	carcinoma
SNU398_LIVER	SNU-398	M	liver	carcinoma
SNU407_LARGE_INTESTINE	SNU-407	M	large_intestine	carcinoma
SNU410_PANCREAS	SNU-410	M	pancreas	carcinoma
SNU423_LIVER	SNU-423	M	liver	carcinoma
SNU449_LIVER	SNU-449	M	liver	carcinoma
SNU466_CENTRAL_NERVOUS_SYSTEM	SNU-466	M	central_nervous_system	glioma
SNU46_UPPER_AERODIGESTIVE_TRACT	SNU-46	M	upper_aerodigestive_tract	carcinoma
SNU475_LIVER	SNU-475	M	liver	carcinoma
SNU478_BILIARY_TRACT	SNU-478		biliary_tract	carcinoma
SNU489_CENTRAL_NERVOUS_SYSTEM	SNU-489	M	central_nervous_system	glioma
SNU503_LARGE_INTESTINE	SNU-503	M	large_intestine	carcinoma
SNU520_STOMACH	SNU-520	F	stomach	carcinoma
SNU5_STOMACH	SNU-5	F	stomach	carcinoma
SNU601_STOMACH	SNU-601	M	stomach	carcinoma
SNU61_LARGE_INTESTINE	SNU-61	M	large_intestine	carcinoma
SNU620_STOMACH	SNU-620	F	stomach	carcinoma
SNU626_CENTRAL_NERVOUS_SYSTEM	SNU-626	M	central_nervous_system	glioma
SNU668_STOMACH	SNU-668	M	stomach	carcinoma
SNU685_ENDOMETRIUM	SNU-685	F	endometrium	carcinoma
SNU719_STOMACH	SNU-719	M	stomach	carcinoma
SNU738_CENTRAL_NERVOUS_SYSTEM	SNU-738	M	central_nervous_system	glioma
SNU761_LIVER	SNU-761	M	liver	carcinoma
SNU81_LARGE_INTESTINE	SNU-81	M	large_intestine	carcinoma
SNU840_OVARY	SNU-840	F	ovary	carcinoma
SNU869_BILIARY_TRACT	SNU-869		biliary_tract	carcinoma
SNU878_LIVER	SNU-878	F	liver	carcinoma
SNU886_LIVER	SNU-886	M	liver	carcinoma
SNU899_UPPER_AERODIGESTIVE_TRACT	SNU-899	M	upper_aerodigestive_tract	carcinoma
SNU8_OVARY	SNU-8	F	ovary	carcinoma
SNUC1_LARGE_INTESTINE	SNU-C1	M	large_intestine	carcinoma
SNUC2A_LARGE_INTESTINE	SNU-C2A	F	large_intestine	carcinoma
SNUC4_LARGE_INTESTINE	SNU-C4	M	large_intestine	carcinoma
SNUC5_LARGE_INTESTINE	SNU-C5	F	large_intestine	carcinoma
SQ1_LUNG	Sq-1		lung	carcinoma
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SR-786	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ST486	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
SU8686_PANCREAS	SU.86.86	F	pancreas	carcinoma
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-10	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-1	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-4	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-5	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-6	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-8	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
SUIT2_PANCREAS	SUIT-2	M	pancreas	carcinoma
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-B15	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-HD1	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-M2	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-T11	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUP-T1	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
SW1088_CENTRAL_NERVOUS_SYSTEM	SW 1088	M	central_nervous_system	glioma
SW1116_LARGE_INTESTINE	SW1116	M	large_intestine	carcinoma
SW1271_LUNG	SW 1271	M	lung	carcinoma
SW1353_BONE	SW 1353	F	bone	chondrosarcoma
SW1417_LARGE_INTESTINE	SW1417	F	large_intestine	carcinoma
SW1463_LARGE_INTESTINE	SW1463	F	large_intestine	carcinoma
SW1573_LUNG	SW 1573	F	lung	carcinoma
SW1710_URINARY_TRACT	SW-1710	F	urinary_tract	carcinoma
SW1783_CENTRAL_NERVOUS_SYSTEM	SW 1783	M	central_nervous_system	glioma
SW1990_PANCREAS	SW 1990	M	pancreas	carcinoma
SW403_LARGE_INTESTINE	SW403	F	large_intestine	carcinoma
SW480_LARGE_INTESTINE	SW480	M	large_intestine	carcinoma
SW48_LARGE_INTESTINE	SW48	F	large_intestine	carcinoma
SW579_THYROID	SW579	M	thyroid	carcinoma
SW620_LARGE_INTESTINE	SW620	M	large_intestine	carcinoma
SW780_URINARY_TRACT	SW 780	F	urinary_tract	carcinoma
SW837_LARGE_INTESTINE	SW837	M	large_intestine	carcinoma
SW900_LUNG	SW 900	M	lung	carcinoma
SW948_LARGE_INTESTINE	SW948	F	large_intestine	carcinoma
T173_BONE	T1-73		bone	osteosarcoma
T24_URINARY_TRACT	T24	F	urinary_tract	carcinoma
T3M10_LUNG	T3M-10	M	lung	carcinoma
T3M4_PANCREAS	T3M-4	M	pancreas	carcinoma
T47D_BREAST	T-47D	F	breast	carcinoma
T84_LARGE_INTESTINE	T84	M	large_intestine	carcinoma
T98G_CENTRAL_NERVOUS_SYSTEM	T98G	M	central_nervous_system	glioma
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TALL-1	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
TC32_BONE	TC-32		bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour
TC71_BONE	TC-71	M	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour
TCCPAN2_PANCREAS	TCC-PAN2	F	pancreas	carcinoma
TCCSUP_URINARY_TRACT	TCCSUP	F	urinary_tract	carcinoma
TE10_OESOPHAGUS	TE-10		oesophagus	carcinoma
TE11_OESOPHAGUS	TE-11		oesophagus	carcinoma
TE125T_SOFT_TISSUE	TE 125.T	F	soft_tissue	rhabdomyosarcoma
TE14_OESOPHAGUS	TE-14		oesophagus	carcinoma
TE159T_SOFT_TISSUE	TE 159.T	M	soft_tissue	rhabdomyosarcoma
TE15_OESOPHAGUS	TE-15	F	oesophagus	carcinoma
TE1_OESOPHAGUS	TE-1	M	oesophagus	carcinoma
TE441T_SOFT_TISSUE	TE 441.T	F	soft_tissue	rhabdomyosarcoma
TE4_OESOPHAGUS	TE-4		oesophagus	carcinoma
TE5_OESOPHAGUS	TE-5		oesophagus	carcinoma
TE617T_SOFT_TISSUE	TE 617.T	F	soft_tissue	rhabdomyosarcoma
TE6_OESOPHAGUS	TE-6		oesophagus	carcinoma
TE8_OESOPHAGUS	TE-8		oesophagus	carcinoma
TE9_OESOPHAGUS	TE-9	M	oesophagus	carcinoma
TEN_ENDOMETRIUM	TEN	F	endometrium	carcinoma
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF-1	M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm
TGBC11TKB_STOMACH	TGBC11TKB		stomach	carcinoma
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	THP-1	M	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm
TIG3TD_LUNG	TIG-3 TD		lung	other
TM31_CENTRAL_NERVOUS_SYSTEM	TM-31		central_nervous_system	glioma
TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TO 175.T	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Toledo	F	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
TOV112D_OVARY	TOV-112D	F	ovary	carcinoma
TOV21G_OVARY	TOV-21G	F	ovary	carcinoma
TT2609C02_THYROID	TT2609-C02	M	thyroid	carcinoma
TT_OESOPHAGUS	T.T	M	oesophagus	carcinoma
TT_THYROID	TT	F	thyroid	carcinoma
TUHR10TKB_KIDNEY	TUHR10TKB		kidney	carcinoma
TUHR14TKB_KIDNEY	TUHR14TKB		kidney	carcinoma
TUHR4TKB_KIDNEY	TUHR4TKB		kidney	carcinoma
TYKNU_OVARY	TYK-nu	F	ovary	carcinoma
U118MG_CENTRAL_NERVOUS_SYSTEM	U-118 MG	M	central_nervous_system	glioma
U138MG_CENTRAL_NERVOUS_SYSTEM	U-138 MG	M	central_nervous_system	glioma
U178_CENTRAL_NERVOUS_SYSTEM	U-178		central_nervous_system	glioma
U251MG_CENTRAL_NERVOUS_SYSTEM	U-251 MG	M	central_nervous_system	glioma
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U266B1	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
U2OS_BONE	U-2 OS	F	bone	osteosarcoma
U343_CENTRAL_NERVOUS_SYSTEM	U343		central_nervous_system	glioma
U87MG_CENTRAL_NERVOUS_SYSTEM	U-87 MG	F	central_nervous_system	glioma
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U-937	M	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm
UACC257_SKIN	UACC-257		skin	malignant_melanoma
UACC62_SKIN	UACC-62		skin	malignant_melanoma
UACC812_BREAST	UACC-812	F	breast	carcinoma
